Name,Price,Q,Age
agent1_P7,HIGH,Q1,O
agent1_P6,HIGH,Q1,O
agent1_P9,HIGH,Q1,Y
agent1_P7,HIGH,Q1,Y
agent1_P7,HIGH,Q1,O
agent1_P3,HIGH,Q1,Y
agent1_P5,HIGH,Q1,Y
agent1_P7,HIGH,Q1,O
agent1_P3,HIGH,Q1,O
agent1_P3,HIGH,Q1,M
agent1_P6,MEDIUM,Q1,M
agent1_P7,MEDIUM,Q1,O
agent1_P9,MEDIUM,Q1,M
agent1_P7,HIGH,Q1,O
agent1_P3,HIGH,Q1,O
agent1_P4,HIGH,Q1,Y
agent1_P6,HIGH,Q1,O
agent1_P5,HIGH,Q1,M
agent1_P7,HIGH,Q1,O
agent1_P8,HIGH,Q1,O
agent1_P9,HIGH,Q1,M
agent1_P1,HIGH,Q1,M
agent1_P3,HIGH,Q1,O
agent1_P0,HIGH,Q1,O
agent1_P6,MEDIUM,Q1,M
agent1_P1,HIGH,Q1,M
agent1_P3,MEDIUM,Q1,M
agent1_P2,MEDIUM,Q1,M
agent1_P6,HIGH,Q1,Y
agent1_P6,HIGH,Q1,Y
agent1_P9,HIGH,Q1,Y
agent1_P6,HIGH,Q1,Y
agent1_P9,HIGH,Q1,M
agent1_P7,HIGH,Q1,O
agent1_P2,HIGH,Q1,M
agent1_P9,MEDIUM,Q1,O
agent1_P5,MEDIUM,Q1,M
agent1_P7,MEDIUM,Q1,Y
agent1_P8,HIGH,Q1,M
agent1_P6,HIGH,Q1,Y
agent1_P7,MEDIUM,Q1,Y
agent1_P7,MEDIUM,Q1,O
agent1_P9,MEDIUM,Q1,O
agent1_P2,MEDIUM,Q1,Y
agent1_P7,MEDIUM,Q1,M
agent1_P3,MEDIUM,Q1,O
agent1_P0,HIGH,Q1,M
agent1_P0,HIGH,Q1,M
agent1_P7,MEDIUM,Q1,O
agent1_P3,HIGH,Q1,O
agent1_P3,MEDIUM,Q1,O
agent1_P8,HIGH,Q1,Y
agent1_P9,HIGH,Q1,M
agent1_P2,HIGH,Q1,Y
agent1_P6,MEDIUM,Q1,O
agent1_P3,MEDIUM,Q1,Y
agent1_P3,HIGH,Q1,M
agent1_P7,HIGH,Q1,M
agent1_P6,MEDIUM,Q1,M
agent1_P7,MEDIUM,Q1,M
agent1_P4,HIGH,Q1,M
agent1_P9,HIGH,Q1,M
agent1_P8,MEDIUM,Q1,M
agent1_P8,MEDIUM,Q1,O
agent1_P3,MEDIUM,Q1,M
agent1_P0,HIGH,Q1,O
agent1_P9,HIGH,Q1,O
agent1_P5,HIGH,Q1,M
agent1_P7,MEDIUM,Q1,M
agent1_P4,HIGH,Q1,Y
agent1_P7,HIGH,Q1,M
agent1_P7,MEDIUM,Q1,Y
agent1_P7,HIGH,Q1,O
agent1_P6,HIGH,Q1,O
agent1_P2,HIGH,Q1,O
agent1_P6,MEDIUM,Q1,O
agent1_P6,HIGH,Q1,O
agent1_P3,HIGH,Q1,Y
agent1_P3,HIGH,Q1,Y
agent1_P8,MEDIUM,Q1,Y
agent1_P6,HIGH,Q1,O
agent1_P6,MEDIUM,Q1,O
agent1_P9,MEDIUM,Q1,O
agent1_P2,HIGH,Q1,Y
agent1_P5,MEDIUM,Q1,M
agent1_P7,MEDIUM,Q1,O
agent1_P9,MEDIUM,Q1,O
agent1_P6,HIGH,Q1,Y
agent1_P8,HIGH,Q1,O
agent1_P4,HIGH,Q1,O
agent1_P3,MEDIUM,Q1,M
agent1_P3,HIGH,Q1,M
agent1_P6,HIGH,Q1,Y
agent1_P3,HIGH,Q1,Y
agent1_P3,HIGH,Q1,M
agent1_P2,HIGH,Q1,O
agent1_P7,HIGH,Q1,Y
agent1_P3,MEDIUM,Q1,M
agent1_P1,HIGH,Q1,M
agent1_P4,HIGH,Q1,Y
agent1_P8,HIGH,Q1,M
agent1_P7,HIGH,Q1,M
agent1_P6,HIGH,Q1,M
agent1_P7,HIGH,Q1,M
agent1_P7,HIGH,Q1,Y
agent1_P3,MEDIUM,Q1,O
agent1_P3,MEDIUM,Q1,O
agent1_P9,MEDIUM,Q1,Y
agent1_P9,HIGH,Q1,M
agent1_P7,HIGH,Q1,M
agent1_P6,HIGH,Q1,O
agent1_P4,HIGH,Q1,Y
agent1_P9,HIGH,Q1,Y
agent1_P7,HIGH,Q1,M
agent1_P7,HIGH,Q1,Y
agent1_P9,HIGH,Q1,M
agent1_P6,HIGH,Q1,M
agent1_P7,HIGH,Q1,Y
agent1_P1,HIGH,Q1,O
agent1_P7,HIGH,Q1,Y
agent1_P9,MEDIUM,Q1,O
agent1_P9,HIGH,Q1,M
agent1_P9,HIGH,Q1,M
agent1_P8,HIGH,Q1,M
agent1_P6,HIGH,Q1,M
agent1_P4,HIGH,Q1,O
agent1_P6,HIGH,Q1,O
agent1_P2,HIGH,Q1,M
agent1_P7,HIGH,Q1,Y
agent1_P4,HIGH,Q1,M
agent1_P3,MEDIUM,Q1,M
agent1_P0,HIGH,Q1,M
agent1_P3,HIGH,Q1,Y
agent1_P7,HIGH,Q1,O
agent1_P4,HIGH,Q1,O
agent1_P9,MEDIUM,Q1,O
agent1_P3,HIGH,Q1,M
agent1_P7,HIGH,Q1,O
agent1_P5,MEDIUM,Q1,M
agent1_P2,HIGH,Q1,Y
agent1_P9,MEDIUM,Q1,O
agent1_P9,HIGH,Q1,O
agent1_P9,HIGH,Q1,Y
agent1_P9,HIGH,Q1,Y
agent1_P8,HIGH,Q1,Y
agent1_P7,HIGH,Q1,M
agent1_P7,MEDIUM,Q1,O
agent1_P9,MEDIUM,Q1,O
agent1_P7,HIGH,Q1,M
agent1_P3,HIGH,Q1,O
agent1_P6,HIGH,Q1,Y
agent1_P7,HIGH,Q1,O
agent1_P7,MEDIUM,Q1,M
agent1_P5,HIGH,Q1,O
agent1_P7,MEDIUM,Q1,M
agent1_P7,HIGH,Q1,O
agent1_P7,HIGH,Q1,Y
agent1_P7,HIGH,Q1,O
agent1_P7,HIGH,Q1,M
agent1_P7,HIGH,Q1,M
agent1_P2,HIGH,Q1,M
agent1_P3,HIGH,Q1,M
agent1_P3,HIGH,Q1,M
agent1_P6,HIGH,Q1,M
agent1_P1,HIGH,Q1,Y
agent1_P7,MEDIUM,Q1,O
agent1_P0,MEDIUM,Q1,O
agent1_P2,HIGH,Q1,Y
agent1_P7,HIGH,Q1,M
agent1_P7,HIGH,Q1,Y
agent1_P9,HIGH,Q1,O
agent1_P5,MEDIUM,Q1,Y
agent1_P9,HIGH,Q1,M
agent1_P6,HIGH,Q1,Y
agent1_P1,HIGH,Q1,Y
agent1_P9,HIGH,Q1,M
agent1_P6,HIGH,Q1,Y
agent1_P6,HIGH,Q2,M
agent1_P5,HIGH,Q2,O
agent1_P9,HIGH,Q2,O
agent1_P8,HIGH,Q2,M
agent1_P6,HIGH,Q2,O
agent1_P3,MEDIUM,Q2,Y
agent1_P5,HIGH,Q2,Y
agent1_P6,HIGH,Q2,O
agent1_P3,HIGH,Q2,M
agent1_P7,HIGH,Q2,Y
agent1_P7,HIGH,Q2,M
agent1_P7,MEDIUM,Q2,M
agent1_P2,HIGH,Q2,M
agent1_P0,HIGH,Q2,M
agent1_P7,HIGH,Q2,M
agent1_P9,MEDIUM,Q2,M
agent1_P4,HIGH,Q2,O
agent1_P3,HIGH,Q2,M
agent1_P5,HIGH,Q2,M
agent1_P9,MEDIUM,Q2,O
agent1_P6,MEDIUM,Q2,O
agent1_P2,HIGH,Q2,M
agent1_P7,MEDIUM,Q2,Y
agent1_P7,HIGH,Q2,M
agent1_P6,HIGH,Q2,Y
agent1_P0,HIGH,Q2,O
agent1_P7,MEDIUM,Q2,M
agent1_P3,HIGH,Q2,Y
agent1_P9,HIGH,Q2,O
agent1_P7,HIGH,Q2,Y
agent1_P3,HIGH,Q2,M
agent1_P3,HIGH,Q2,M
agent1_P6,HIGH,Q2,Y
agent1_P7,MEDIUM,Q2,Y
agent1_P4,HIGH,Q2,O
agent1_P3,HIGH,Q2,O
agent1_P7,HIGH,Q2,M
agent1_P5,MEDIUM,Q2,M
agent1_P0,HIGH,Q2,O
agent1_P5,HIGH,Q2,O
agent1_P2,HIGH,Q2,O
agent1_P3,HIGH,Q2,M
agent1_P3,HIGH,Q2,O
agent1_P6,MEDIUM,Q2,O
agent1_P3,HIGH,Q2,M
agent1_P3,HIGH,Q2,M
agent1_P1,HIGH,Q2,O
agent1_P7,HIGH,Q2,M
agent1_P7,HIGH,Q2,M
agent1_P7,HIGH,Q2,M
agent1_P3,HIGH,Q2,Y
agent1_P7,HIGH,Q2,Y
agent1_P6,HIGH,Q2,M
agent1_P9,HIGH,Q2,Y
agent1_P9,HIGH,Q2,O
agent1_P8,MEDIUM,Q2,Y
agent1_P7,HIGH,Q2,M
agent1_P7,HIGH,Q2,M
agent1_P7,MEDIUM,Q2,M
agent1_P7,HIGH,Q2,Y
agent1_P7,MEDIUM,Q2,Y
agent1_P2,HIGH,Q2,Y
agent1_P3,HIGH,Q2,M
agent1_P3,MEDIUM,Q2,Y
agent1_P9,HIGH,Q2,Y
agent1_P9,HIGH,Q2,M
agent1_P3,MEDIUM,Q2,Y
agent1_P9,HIGH,Q2,M
agent1_P7,HIGH,Q2,O
agent1_P6,MEDIUM,Q2,O
agent1_P6,HIGH,Q2,O
agent1_P3,HIGH,Q2,Y
agent1_P1,HIGH,Q2,O
agent1_P6,HIGH,Q2,M
agent1_P9,HIGH,Q2,M
agent1_P6,HIGH,Q2,O
agent1_P3,HIGH,Q2,Y
agent1_P8,MEDIUM,Q2,Y
agent1_P3,HIGH,Q2,O
agent1_P7,HIGH,Q2,O
agent1_P7,MEDIUM,Q2,O
agent1_P3,HIGH,Q2,M
agent1_P7,HIGH,Q2,M
agent1_P4,HIGH,Q2,Y
agent1_P7,MEDIUM,Q2,Y
agent1_P7,HIGH,Q2,M
agent1_P9,HIGH,Q2,M
agent1_P6,HIGH,Q2,Y
agent1_P7,HIGH,Q2,O
agent1_P1,HIGH,Q2,O
agent1_P0,HIGH,Q2,Y
agent1_P9,HIGH,Q2,M
agent1_P7,MEDIUM,Q2,Y
agent1_P1,HIGH,Q2,Y
agent1_P9,HIGH,Q2,M
agent1_P9,MEDIUM,Q2,M
agent1_P3,HIGH,Q2,Y
agent1_P9,MEDIUM,Q2,Y
agent1_P1,HIGH,Q2,O
agent1_P9,HIGH,Q2,M
agent1_P5,MEDIUM,Q2,M
agent1_P4,HIGH,Q2,O
agent1_P3,HIGH,Q2,M
agent1_P6,MEDIUM,Q2,O
agent1_P6,HIGH,Q2,Y
agent1_P7,HIGH,Q2,M
agent1_P8,HIGH,Q2,O
agent1_P6,HIGH,Q2,M
agent1_P7,HIGH,Q2,O
agent1_P1,HIGH,Q2,M
agent1_P5,HIGH,Q2,Y
agent1_P3,MEDIUM,Q2,O
agent1_P5,MEDIUM,Q2,O
agent1_P1,HIGH,Q2,Y
agent1_P7,MEDIUM,Q2,Y
agent1_P3,HIGH,Q2,M
agent1_P7,HIGH,Q2,Y
agent1_P6,HIGH,Q2,O
agent1_P7,MEDIUM,Q2,M
agent1_P7,HIGH,Q2,Y
agent1_P3,HIGH,Q2,Y
agent1_P7,HIGH,Q2,O
agent1_P3,MEDIUM,Q2,O
agent1_P3,HIGH,Q2,Y
agent1_P7,HIGH,Q2,M
agent1_P7,MEDIUM,Q2,O
agent1_P3,MEDIUM,Q2,O
agent1_P6,HIGH,Q2,O
agent1_P9,MEDIUM,Q2,M
agent1_P2,MEDIUM,Q2,M
agent1_P4,HIGH,Q2,M
agent1_P9,HIGH,Q2,M
agent1_P7,HIGH,Q2,O
agent1_P6,HIGH,Q2,M
agent1_P9,HIGH,Q2,O
agent1_P7,HIGH,Q2,M
agent1_P7,HIGH,Q2,O
agent1_P3,HIGH,Q2,Y
agent1_P6,HIGH,Q2,M
agent1_P3,HIGH,Q2,M
agent1_P9,HIGH,Q2,M
agent1_P6,HIGH,Q2,Y
agent1_P6,HIGH,Q2,O
agent1_P3,HIGH,Q2,Y
agent1_P5,MEDIUM,Q2,Y
agent1_P6,HIGH,Q2,O
agent1_P7,HIGH,Q2,O
agent1_P7,HIGH,Q2,O
agent1_P6,HIGH,Q2,Y
agent1_P3,HIGH,Q2,Y
agent1_P7,MEDIUM,Q2,M
agent1_P7,HIGH,Q2,M
agent1_P7,HIGH,Q2,Y
agent1_P3,MEDIUM,Q2,Y
agent1_P6,HIGH,Q2,Y
agent1_P9,HIGH,Q2,M
agent1_P9,HIGH,Q2,Y
agent1_P7,HIGH,Q2,O
agent1_P9,HIGH,Q2,O
agent1_P7,HIGH,Q2,M
agent1_P7,HIGH,Q2,M
agent1_P7,MEDIUM,Q2,M
agent1_P3,MEDIUM,Q2,M
agent1_P1,MEDIUM,Q2,O
agent1_P7,HIGH,Q2,O
agent1_P7,HIGH,Q2,Y
agent1_P3,HIGH,Q2,M
agent1_P5,HIGH,Q2,M
agent1_P7,HIGH,Q2,M
agent1_P6,MEDIUM,Q2,O
agent1_P6,HIGH,Q2,Y
agent1_P7,HIGH,Q2,O
agent1_P6,HIGH,Q2,O
agent1_P0,MEDIUM,Q2,O
agent1_P7,HIGH,Q2,M
agent1_P7,HIGH,Q2,Y
agent1_P3,HIGH,Q2,M
agent1_P6,HIGH,Q2,O
agent1_P9,HIGH,Q2,O
agent1_P4,MEDIUM,Q2,O
agent1_P7,HIGH,Q2,M
agent1_P5,HIGH,Q2,Y
agent1_P7,MEDIUM,Q2,O
agent1_P7,HIGH,Q2,O
agent1_P7,HIGH,Q2,Y
agent1_P6,HIGH,Q2,O
agent1_P7,MEDIUM,Q2,Y
agent1_P9,HIGH,Q2,Y
agent1_P9,MEDIUM,Q2,Y
agent1_P6,MEDIUM,Q2,Y
agent1_P7,HIGH,Q2,Y
agent1_P7,MEDIUM,Q2,O
agent1_P5,MEDIUM,Q2,O
agent1_P3,MEDIUM,Q2,M
agent1_P3,MEDIUM,Q2,O
agent1_P3,HIGH,Q2,M
agent1_P6,MEDIUM,Q2,O
agent1_P3,MEDIUM,Q2,M
agent1_P6,HIGH,Q2,Y
agent1_P9,HIGH,Q2,Y
agent1_P3,HIGH,Q2,O
agent1_P8,MEDIUM,Q2,O
agent1_P9,MEDIUM,Q2,O
agent1_P9,HIGH,Q2,Y
agent1_P2,HIGH,Q2,M
agent1_P9,HIGH,Q2,M
agent1_P2,HIGH,Q2,O
agent1_P9,HIGH,Q2,O
agent1_P3,HIGH,Q2,M
agent1_P7,HIGH,Q2,Y
agent1_P8,HIGH,Q2,M
agent1_P2,HIGH,Q2,M
agent1_P1,HIGH,Q2,Y
agent1_P7,HIGH,Q2,O
agent1_P7,MEDIUM,Q2,M
agent1_P7,MEDIUM,Q2,M
agent1_P6,HIGH,Q2,Y
agent1_P8,HIGH,Q2,O
agent1_P9,HIGH,Q2,Y
agent1_P3,MEDIUM,Q2,Y
agent1_P3,HIGH,Q2,Y
agent1_P9,HIGH,Q2,M
agent1_P9,HIGH,Q2,Y
agent1_P9,HIGH,Q2,M
agent1_P7,HIGH,Q2,M
agent1_P9,HIGH,Q2,Y
agent1_P3,HIGH,Q2,M
agent1_P7,MEDIUM,Q2,O
agent1_P9,HIGH,Q2,Y
agent1_P6,HIGH,Q2,O
agent1_P3,HIGH,Q2,Y
agent1_P7,HIGH,Q2,O
agent1_P9,HIGH,Q2,M
agent1_P7,HIGH,Q2,Y
agent1_P7,HIGH,Q2,O
agent1_P7,HIGH,Q2,O
agent1_P6,HIGH,Q2,M
agent1_P7,HIGH,Q2,O
agent1_P3,HIGH,Q2,M
agent1_P3,HIGH,Q2,Y
agent1_P9,HIGH,Q2,O
agent1_P3,MEDIUM,Q2,O
agent1_P9,HIGH,Q2,O
agent1_P3,MEDIUM,Q2,O
agent1_P2,HIGH,Q2,M
agent1_P9,HIGH,Q2,O
agent1_P9,HIGH,Q2,Y
agent1_P3,HIGH,Q2,Y
agent1_P7,MEDIUM,Q2,M
agent1_P6,MEDIUM,Q2,M
agent1_P7,MEDIUM,Q2,O
agent1_P2,HIGH,Q2,O
agent1_P7,MEDIUM,Q2,Y
agent1_P6,HIGH,Q2,Y
agent1_P6,HIGH,Q2,M
agent1_P7,HIGH,Q2,Y
agent1_P9,HIGH,Q2,O
agent1_P3,MEDIUM,Q2,Y
agent1_P1,HIGH,Q2,Y
agent1_P5,MEDIUM,Q3,O
agent1_P6,HIGH,Q3,Y
agent1_P9,HIGH,Q3,M
agent1_P9,HIGH,Q3,Y
agent1_P7,MEDIUM,Q3,M
agent1_P7,MEDIUM,Q3,O
agent1_P7,HIGH,Q3,O
agent1_P3,HIGH,Q3,M
agent1_P8,HIGH,Q3,O
agent1_P7,HIGH,Q3,M
agent1_P7,HIGH,Q3,Y
agent1_P3,HIGH,Q3,M
agent1_P7,MEDIUM,Q3,O
agent1_P7,HIGH,Q3,O
agent1_P4,MEDIUM,Q3,M
agent1_P3,HIGH,Q3,Y
agent1_P3,MEDIUM,Q3,O
agent1_P4,HIGH,Q3,M
agent1_P3,HIGH,Q3,O
agent1_P7,HIGH,Q3,M
agent1_P8,MEDIUM,Q3,M
agent1_P7,HIGH,Q3,Y
agent1_P7,HIGH,Q3,O
agent1_P7,HIGH,Q3,M
agent1_P6,HIGH,Q3,O
agent1_P6,MEDIUM,Q3,Y
agent1_P7,MEDIUM,Q3,O
agent1_P7,HIGH,Q3,Y
agent1_P0,HIGH,Q3,O
agent1_P6,HIGH,Q3,Y
agent1_P7,HIGH,Q3,O
agent1_P4,HIGH,Q3,M
agent1_P2,HIGH,Q3,O
agent1_P7,HIGH,Q3,O
agent1_P6,HIGH,Q3,Y
agent1_P3,HIGH,Q3,M
agent1_P7,HIGH,Q3,O
agent1_P7,HIGH,Q3,Y
agent1_P7,MEDIUM,Q3,O
agent1_P3,HIGH,Q3,O
agent1_P7,HIGH,Q3,M
agent1_P9,HIGH,Q3,O
agent1_P4,MEDIUM,Q3,M
agent1_P7,MEDIUM,Q3,M
agent1_P7,MEDIUM,Q3,Y
agent1_P9,HIGH,Q3,Y
agent1_P0,HIGH,Q3,M
agent1_P6,MEDIUM,Q3,Y
agent1_P7,MEDIUM,Q3,M
agent1_P0,HIGH,Q3,Y
agent1_P3,HIGH,Q3,Y
agent1_P7,HIGH,Q3,O
agent1_P6,HIGH,Q3,M
agent1_P3,MEDIUM,Q3,Y
agent1_P6,MEDIUM,Q3,O
agent1_P9,MEDIUM,Q3,Y
agent1_P3,HIGH,Q3,Y
agent1_P7,MEDIUM,Q3,M
agent1_P7,HIGH,Q3,O
agent1_P7,MEDIUM,Q3,O
agent1_P7,HIGH,Q3,O
agent1_P6,HIGH,Q3,Y
agent1_P8,MEDIUM,Q3,M
agent1_P0,MEDIUM,Q3,O
agent1_P6,HIGH,Q3,Y
agent1_P7,HIGH,Q3,O
agent1_P7,HIGH,Q3,M
agent1_P9,HIGH,Q3,Y
agent1_P7,MEDIUM,Q3,O
agent1_P6,HIGH,Q3,Y
agent1_P3,HIGH,Q3,O
agent1_P7,HIGH,Q3,M
agent1_P3,HIGH,Q3,O
agent1_P7,MEDIUM,Q3,Y
agent1_P6,HIGH,Q3,M
agent1_P7,HIGH,Q3,M
agent1_P7,MEDIUM,Q3,O
agent1_P1,HIGH,Q3,O
agent1_P3,MEDIUM,Q3,M
agent1_P1,HIGH,Q3,O
agent1_P7,MEDIUM,Q3,Y
agent1_P6,HIGH,Q3,O
agent1_P7,HIGH,Q3,M
agent1_P3,HIGH,Q3,Y
agent1_P3,HIGH,Q3,O
agent1_P9,HIGH,Q3,M
agent1_P3,MEDIUM,Q3,M
agent1_P9,MEDIUM,Q3,O
agent1_P1,HIGH,Q3,M
agent1_P6,MEDIUM,Q3,Y
agent1_P9,HIGH,Q3,Y
agent1_P3,HIGH,Q3,O
agent1_P7,HIGH,Q3,Y
agent1_P3,HIGH,Q3,O
agent1_P7,HIGH,Q3,Y
agent1_P3,HIGH,Q3,M
agent1_P9,MEDIUM,Q3,M
agent1_P4,HIGH,Q3,M
agent1_P7,MEDIUM,Q3,O
agent1_P7,HIGH,Q3,Y
agent1_P3,HIGH,Q3,O
agent1_P0,HIGH,Q3,O
agent1_P7,MEDIUM,Q3,O
agent1_P9,MEDIUM,Q3,M
agent1_P6,HIGH,Q3,M
agent1_P7,HIGH,Q3,O
agent1_P9,MEDIUM,Q3,O
agent1_P7,HIGH,Q3,M
agent1_P2,HIGH,Q3,Y
agent1_P9,HIGH,Q3,M
agent1_P6,HIGH,Q3,Y
agent1_P9,MEDIUM,Q3,M
agent1_P9,MEDIUM,Q3,O
agent1_P7,HIGH,Q3,O
agent1_P6,HIGH,Q3,O
agent1_P9,MEDIUM,Q3,O
agent1_P7,HIGH,Q3,Y
agent1_P9,HIGH,Q3,O
agent1_P4,HIGH,Q3,Y
agent1_P3,HIGH,Q3,O
agent1_P5,HIGH,Q3,M
agent1_P3,HIGH,Q3,O
agent1_P7,HIGH,Q3,Y
agent1_P6,HIGH,Q3,O
agent1_P6,HIGH,Q3,M
agent1_P5,MEDIUM,Q3,O
agent1_P0,MEDIUM,Q3,O
agent1_P7,HIGH,Q3,Y
agent1_P6,HIGH,Q3,O
agent1_P8,HIGH,Q3,O
agent1_P7,HIGH,Q3,Y
agent1_P6,HIGH,Q3,O
agent1_P7,MEDIUM,Q3,M
agent1_P3,HIGH,Q3,O
agent1_P9,MEDIUM,Q3,M
agent1_P9,HIGH,Q3,O
agent1_P7,HIGH,Q3,M
agent1_P7,HIGH,Q3,O
agent1_P6,HIGH,Q3,M
agent1_P4,MEDIUM,Q3,M
agent1_P7,HIGH,Q3,O
agent1_P7,MEDIUM,Q3,O
agent1_P3,HIGH,Q3,O
agent1_P7,HIGH,Q3,O
agent1_P6,MEDIUM,Q3,M
agent1_P7,HIGH,Q3,M
agent1_P7,MEDIUM,Q3,O
agent1_P8,HIGH,Q3,Y
agent1_P1,HIGH,Q3,M
agent1_P7,HIGH,Q3,O
agent1_P7,HIGH,Q3,Y
agent1_P7,HIGH,Q3,Y
agent1_P7,MEDIUM,Q3,Y
agent1_P7,HIGH,Q3,O
agent1_P6,HIGH,Q3,O
agent1_P4,MEDIUM,Q3,Y
agent1_P7,HIGH,Q3,M
agent1_P1,HIGH,Q3,Y
agent1_P9,HIGH,Q3,O
agent1_P8,HIGH,Q3,O
agent1_P6,HIGH,Q3,O
agent1_P9,HIGH,Q3,Y
agent1_P3,HIGH,Q3,O
agent1_P0,HIGH,Q3,Y
agent1_P7,MEDIUM,Q3,M
agent1_P6,HIGH,Q3,O
agent1_P7,HIGH,Q3,M
agent1_P6,HIGH,Q3,M
agent1_P7,HIGH,Q3,M
agent1_P3,MEDIUM,Q3,Y
agent1_P6,HIGH,Q3,O
agent1_P6,HIGH,Q3,M
agent1_P0,HIGH,Q3,M
agent1_P7,MEDIUM,Q3,O
agent1_P9,HIGH,Q3,Y
agent1_P7,HIGH,Q3,Y
agent1_P2,HIGH,Q3,M
agent1_P0,HIGH,Q3,M
agent1_P9,MEDIUM,Q3,O
agent1_P1,HIGH,Q3,O
agent1_P9,HIGH,Q3,M
agent1_P6,HIGH,Q3,Y
agent1_P3,HIGH,Q3,Y
agent1_P7,MEDIUM,Q3,Y
agent1_P7,HIGH,Q3,Y
agent1_P7,HIGH,Q3,Y
agent1_P9,HIGH,Q3,O
agent1_P3,HIGH,Q3,Y
agent1_P3,MEDIUM,Q3,M
agent1_P0,HIGH,Q3,O
agent1_P9,HIGH,Q3,M
agent1_P9,HIGH,Q3,M
agent1_P4,MEDIUM,Q3,M
agent1_P6,MEDIUM,Q3,Y
agent1_P7,MEDIUM,Q3,Y
agent1_P3,HIGH,Q3,Y
agent1_P7,MEDIUM,Q3,M
agent1_P1,MEDIUM,Q3,Y
agent1_P7,HIGH,Q3,O
agent1_P6,HIGH,Q3,O
agent1_P6,HIGH,Q3,Y
agent1_P1,HIGH,Q3,O
agent1_P7,HIGH,Q3,O
agent1_P7,MEDIUM,Q3,O
agent1_P0,MEDIUM,Q3,Y
agent1_P0,HIGH,Q3,Y
agent1_P6,HIGH,Q3,O
agent1_P0,HIGH,Q3,O
agent1_P7,MEDIUM,Q3,Y
agent1_P7,MEDIUM,Q3,Y
agent1_P7,HIGH,Q3,O
agent1_P3,MEDIUM,Q3,M
agent1_P3,HIGH,Q3,Y
agent1_P3,MEDIUM,Q3,Y
agent1_P2,HIGH,Q3,Y
agent1_P9,HIGH,Q3,M
agent1_P7,MEDIUM,Q3,O
agent1_P8,MEDIUM,Q3,Y
agent1_P7,HIGH,Q3,Y
agent1_P0,HIGH,Q3,M
agent1_P7,HIGH,Q3,O
agent1_P7,HIGH,Q3,M
agent1_P6,HIGH,Q3,Y
agent1_P9,MEDIUM,Q3,M
agent1_P6,HIGH,Q3,Y
