Name,Price,Q,Age
agent2_P2,HIGH,Q1,M
agent2_P7,MEDIUM,Q1,Y
agent2_P9,HIGH,Q1,O
agent2_P2,MEDIUM,Q1,O
agent2_P2,HIGH,Q1,M
agent2_P6,HIGH,Q1,O
agent2_P7,HIGH,Q1,M
agent2_P2,HIGH,Q1,Y
agent2_P7,HIGH,Q1,O
agent2_P4,HIGH,Q1,Y
agent2_P2,HIGH,Q1,Y
agent2_P4,HIGH,Q1,O
agent2_P2,HIGH,Q1,O
agent2_P7,HIGH,Q1,M
agent2_P6,HIGH,Q1,Y
agent2_P7,HIGH,Q1,M
agent2_P3,HIGH,Q1,M
agent2_P7,HIGH,Q1,O
agent2_P1,HIGH,Q1,Y
agent2_P4,HIGH,Q1,O
agent2_P2,HIGH,Q1,Y
agent2_P4,HIGH,Q1,Y
agent2_P6,HIGH,Q1,O
agent2_P2,HIGH,Q1,M
agent2_P8,HIGH,Q1,O
agent2_P6,HIGH,Q1,O
agent2_P4,HIGH,Q1,Y
agent2_P0,HIGH,Q1,M
agent2_P0,HIGH,Q1,M
agent2_P8,HIGH,Q1,Y
agent2_P2,HIGH,Q1,Y
agent2_P2,HIGH,Q1,O
agent2_P1,MEDIUM,Q1,O
agent2_P6,MEDIUM,Q1,Y
agent2_P8,HIGH,Q1,Y
agent2_P7,HIGH,Q1,O
agent2_P4,HIGH,Q1,O
agent2_P2,MEDIUM,Q1,M
agent2_P4,HIGH,Q1,M
agent2_P7,HIGH,Q1,O
agent2_P1,HIGH,Q1,O
agent2_P8,MEDIUM,Q1,O
agent2_P8,HIGH,Q1,O
agent2_P0,HIGH,Q1,M
agent2_P6,HIGH,Q1,O
agent2_P4,HIGH,Q1,Y
agent2_P7,MEDIUM,Q1,M
agent2_P4,HIGH,Q1,O
agent2_P9,HIGH,Q1,M
agent2_P4,HIGH,Q1,Y
agent2_P8,HIGH,Q1,Y
agent2_P2,HIGH,Q1,O
agent2_P6,HIGH,Q1,M
agent2_P6,HIGH,Q1,M
agent2_P8,HIGH,Q1,O
agent2_P5,HIGH,Q1,O
agent2_P8,HIGH,Q1,Y
agent2_P2,HIGH,Q1,M
agent2_P6,HIGH,Q1,M
agent2_P3,HIGH,Q1,Y
agent2_P4,HIGH,Q1,M
agent2_P6,HIGH,Q1,M
agent2_P2,MEDIUM,Q1,M
agent2_P7,HIGH,Q1,O
agent2_P1,HIGH,Q1,M
agent2_P2,HIGH,Q1,O
agent2_P6,HIGH,Q1,Y
agent2_P4,HIGH,Q1,Y
agent2_P6,HIGH,Q1,M
agent2_P2,HIGH,Q1,O
agent2_P4,HIGH,Q1,M
agent2_P6,HIGH,Q1,M
agent2_P1,HIGH,Q1,O
agent2_P8,HIGH,Q1,O
agent2_P8,HIGH,Q1,M
agent2_P6,HIGH,Q1,Y
agent2_P4,HIGH,Q1,M
agent2_P0,HIGH,Q1,Y
agent2_P2,MEDIUM,Q1,Y
agent2_P6,HIGH,Q1,M
agent2_P8,HIGH,Q1,M
agent2_P7,HIGH,Q2,O
agent2_P4,HIGH,Q2,M
agent2_P6,HIGH,Q2,Y
agent2_P4,MEDIUM,Q2,M
agent2_P3,HIGH,Q2,Y
agent2_P7,MEDIUM,Q2,M
agent2_P4,HIGH,Q2,O
agent2_P6,HIGH,Q2,Y
agent2_P2,HIGH,Q2,Y
agent2_P5,MEDIUM,Q2,M
agent2_P8,HIGH,Q2,M
agent2_P7,MEDIUM,Q2,M
agent2_P4,HIGH,Q2,Y
agent2_P4,HIGH,Q2,O
agent2_P8,HIGH,Q2,O
agent2_P3,HIGH,Q2,Y
agent2_P7,HIGH,Q2,O
agent2_P6,MEDIUM,Q2,M
agent2_P8,HIGH,Q2,Y
agent2_P9,HIGH,Q2,O
agent2_P4,HIGH,Q2,Y
agent2_P6,HIGH,Q2,M
agent2_P7,HIGH,Q2,O
agent2_P6,HIGH,Q2,O
agent2_P7,HIGH,Q2,O
agent2_P1,HIGH,Q2,M
agent2_P0,HIGH,Q2,O
agent2_P6,HIGH,Q2,M
agent2_P4,MEDIUM,Q2,M
agent2_P5,HIGH,Q2,O
agent2_P2,HIGH,Q2,M
agent2_P8,HIGH,Q2,M
agent2_P4,HIGH,Q2,O
agent2_P4,HIGH,Q2,M
agent2_P8,HIGH,Q2,Y
agent2_P4,HIGH,Q2,O
agent2_P7,HIGH,Q2,O
agent2_P8,HIGH,Q2,O
agent2_P4,HIGH,Q2,O
agent2_P2,HIGH,Q2,M
agent2_P4,HIGH,Q2,M
agent2_P6,HIGH,Q2,Y
agent2_P4,HIGH,Q2,M
agent2_P9,HIGH,Q2,O
agent2_P7,HIGH,Q2,Y
agent2_P2,HIGH,Q2,M
agent2_P4,HIGH,Q2,O
agent2_P2,MEDIUM,Q2,O
agent2_P3,HIGH,Q2,M
agent2_P0,HIGH,Q2,O
agent2_P4,MEDIUM,Q2,O
agent2_P0,MEDIUM,Q2,Y
agent2_P3,HIGH,Q2,M
agent2_P7,HIGH,Q2,O
agent2_P7,HIGH,Q2,Y
agent2_P2,MEDIUM,Q2,M
agent2_P2,MEDIUM,Q2,M
agent2_P5,HIGH,Q2,M
agent2_P7,MEDIUM,Q2,O
agent2_P5,MEDIUM,Q2,M
agent2_P7,HIGH,Q2,O
agent2_P7,MEDIUM,Q2,M
agent2_P8,HIGH,Q2,O
agent2_P2,HIGH,Q2,O
agent2_P2,HIGH,Q2,O
agent2_P8,MEDIUM,Q2,Y
agent2_P6,MEDIUM,Q2,Y
agent2_P4,HIGH,Q2,M
agent2_P7,HIGH,Q2,O
agent2_P2,HIGH,Q2,O
agent2_P7,HIGH,Q2,O
agent2_P7,HIGH,Q2,M
agent2_P7,HIGH,Q2,M
agent2_P7,HIGH,Q2,Y
agent2_P7,HIGH,Q2,Y
agent2_P7,HIGH,Q2,Y
agent2_P7,HIGH,Q2,O
agent2_P4,MEDIUM,Q2,Y
agent2_P3,HIGH,Q2,O
agent2_P7,HIGH,Q2,O
agent2_P2,HIGH,Q2,O
agent2_P3,HIGH,Q2,Y
agent2_P6,MEDIUM,Q2,M
agent2_P2,MEDIUM,Q2,Y
agent2_P4,HIGH,Q2,O
agent2_P7,MEDIUM,Q2,Y
agent2_P2,HIGH,Q2,O
agent2_P8,HIGH,Q2,Y
agent2_P7,MEDIUM,Q2,Y
agent2_P2,HIGH,Q2,O
agent2_P1,HIGH,Q2,O
agent2_P8,HIGH,Q2,O
agent2_P7,HIGH,Q2,M
agent2_P4,MEDIUM,Q2,O
agent2_P8,HIGH,Q2,O
agent2_P4,HIGH,Q2,O
agent2_P4,HIGH,Q2,M
agent2_P4,HIGH,Q2,O
agent2_P6,HIGH,Q2,M
agent2_P1,HIGH,Q2,Y
agent2_P8,HIGH,Q2,M
agent2_P4,HIGH,Q2,O
agent2_P2,MEDIUM,Q2,M
agent2_P7,HIGH,Q2,M
agent2_P6,HIGH,Q2,Y
agent2_P7,HIGH,Q2,M
agent2_P2,MEDIUM,Q2,M
agent2_P9,MEDIUM,Q2,Y
agent2_P0,MEDIUM,Q2,M
agent2_P7,HIGH,Q2,M
agent2_P2,HIGH,Q2,Y
agent2_P7,MEDIUM,Q2,M
agent2_P6,HIGH,Q2,Y
agent2_P4,HIGH,Q2,M
agent2_P7,HIGH,Q2,M
agent2_P2,HIGH,Q2,Y
agent2_P4,HIGH,Q2,O
agent2_P7,HIGH,Q2,M
agent2_P4,MEDIUM,Q2,M
agent2_P4,HIGH,Q2,O
agent2_P4,HIGH,Q2,Y
agent2_P4,HIGH,Q2,Y
agent2_P6,HIGH,Q2,M
agent2_P2,HIGH,Q2,M
agent2_P8,HIGH,Q2,O
agent2_P2,HIGH,Q2,M
agent2_P2,MEDIUM,Q2,O
agent2_P8,HIGH,Q2,Y
agent2_P6,HIGH,Q2,O
agent2_P4,HIGH,Q2,O
agent2_P6,HIGH,Q2,M
agent2_P8,HIGH,Q2,Y
agent2_P7,MEDIUM,Q2,O
agent2_P3,HIGH,Q2,M
agent2_P7,HIGH,Q2,Y
agent2_P4,HIGH,Q2,M
agent2_P4,HIGH,Q2,M
agent2_P6,HIGH,Q2,M
agent2_P2,HIGH,Q2,M
agent2_P0,HIGH,Q2,Y
agent2_P8,HIGH,Q2,M
agent2_P7,HIGH,Q2,M
agent2_P8,MEDIUM,Q2,O
agent2_P2,MEDIUM,Q2,O
agent2_P8,HIGH,Q2,Y
agent2_P2,HIGH,Q2,O
agent2_P6,HIGH,Q2,O
agent2_P6,HIGH,Q2,O
agent2_P3,MEDIUM,Q2,Y
agent2_P4,MEDIUM,Q2,M
agent2_P7,HIGH,Q2,Y
agent2_P7,HIGH,Q2,O
agent2_P7,HIGH,Q2,O
agent2_P7,MEDIUM,Q2,Y
agent2_P7,HIGH,Q2,O
agent2_P8,HIGH,Q2,M
agent2_P6,MEDIUM,Q2,M
agent2_P2,HIGH,Q2,M
agent2_P8,MEDIUM,Q2,M
agent2_P4,HIGH,Q2,M
agent2_P0,HIGH,Q2,M
agent2_P8,HIGH,Q2,O
agent2_P4,MEDIUM,Q2,M
agent2_P4,HIGH,Q2,M
agent2_P7,MEDIUM,Q2,Y
agent2_P5,MEDIUM,Q2,M
agent2_P7,HIGH,Q2,Y
agent2_P2,HIGH,Q2,O
agent2_P7,MEDIUM,Q2,M
agent2_P9,HIGH,Q2,M
agent2_P4,HIGH,Q2,Y
agent2_P6,HIGH,Q2,M
agent2_P3,HIGH,Q2,Y
agent2_P6,HIGH,Q2,Y
agent2_P8,HIGH,Q2,M
agent2_P4,HIGH,Q2,M
agent2_P1,HIGH,Q2,M
agent2_P6,HIGH,Q2,O
agent2_P7,HIGH,Q2,O
agent2_P4,MEDIUM,Q2,O
agent2_P7,HIGH,Q2,O
agent2_P2,MEDIUM,Q2,Y
agent2_P5,HIGH,Q2,O
agent2_P7,HIGH,Q2,Y
agent2_P2,HIGH,Q2,M
agent2_P5,HIGH,Q2,O
agent2_P4,HIGH,Q2,O
agent2_P8,HIGH,Q2,O
agent2_P8,HIGH,Q2,O
agent2_P4,HIGH,Q2,O
agent2_P8,HIGH,Q2,O
agent2_P4,HIGH,Q2,Y
agent2_P4,HIGH,Q2,M
agent2_P1,HIGH,Q2,O
agent2_P8,MEDIUM,Q2,M
agent2_P6,HIGH,Q2,O
agent2_P4,HIGH,Q2,Y
agent2_P1,HIGH,Q2,M
agent2_P0,MEDIUM,Q2,O
agent2_P4,HIGH,Q2,Y
agent2_P6,HIGH,Q2,Y
agent2_P6,HIGH,Q2,O
agent2_P8,HIGH,Q2,Y
agent2_P4,MEDIUM,Q2,M
agent2_P4,HIGH,Q2,M
agent2_P2,HIGH,Q2,M
agent2_P7,HIGH,Q2,M
agent2_P4,HIGH,Q2,Y
agent2_P4,HIGH,Q2,O
agent2_P8,HIGH,Q2,Y
agent2_P3,MEDIUM,Q2,Y
agent2_P2,HIGH,Q2,O
agent2_P8,MEDIUM,Q2,M
agent2_P8,HIGH,Q2,M
agent2_P7,HIGH,Q2,Y
agent2_P6,HIGH,Q2,Y
agent2_P9,MEDIUM,Q2,M
agent2_P8,MEDIUM,Q2,M
agent2_P7,HIGH,Q2,M
agent2_P6,MEDIUM,Q2,M
agent2_P6,HIGH,Q2,Y
agent2_P7,HIGH,Q2,O
agent2_P8,HIGH,Q2,O
agent2_P0,HIGH,Q2,M
agent2_P8,HIGH,Q2,O
agent2_P4,HIGH,Q2,M
agent2_P8,HIGH,Q2,M
agent2_P7,HIGH,Q2,O
agent2_P8,MEDIUM,Q2,O
agent2_P2,HIGH,Q2,M
agent2_P2,MEDIUM,Q2,Y
agent2_P0,HIGH,Q2,O
agent2_P8,HIGH,Q2,O
agent2_P8,HIGH,Q2,O
agent2_P7,MEDIUM,Q2,O
agent2_P7,HIGH,Q2,Y
agent2_P4,HIGH,Q2,O
agent2_P1,HIGH,Q2,M
agent2_P0,MEDIUM,Q2,M
agent2_P4,HIGH,Q2,O
agent2_P2,HIGH,Q2,M
agent2_P6,HIGH,Q2,M
agent2_P1,HIGH,Q2,Y
agent2_P0,HIGH,Q2,O
agent2_P2,HIGH,Q2,Y
agent2_P6,MEDIUM,Q2,M
agent2_P6,MEDIUM,Q2,Y
agent2_P6,HIGH,Q2,O
agent2_P4,MEDIUM,Q2,M
agent2_P7,MEDIUM,Q2,O
agent2_P2,HIGH,Q3,Y
agent2_P2,HIGH,Q3,M
agent2_P2,HIGH,Q3,M
agent2_P2,HIGH,Q3,M
agent2_P7,HIGH,Q3,O
agent2_P9,HIGH,Q3,O
agent2_P4,HIGH,Q3,O
agent2_P1,HIGH,Q3,M
agent2_P8,MEDIUM,Q3,M
agent2_P6,HIGH,Q3,O
agent2_P6,HIGH,Q3,O
agent2_P4,HIGH,Q3,M
agent2_P8,HIGH,Q3,M
agent2_P8,MEDIUM,Q3,O
agent2_P7,HIGH,Q3,Y
agent2_P7,HIGH,Q3,M
agent2_P8,HIGH,Q3,O
agent2_P4,MEDIUM,Q3,M
agent2_P8,MEDIUM,Q3,O
agent2_P0,HIGH,Q3,Y
agent2_P8,HIGH,Q3,O
agent2_P7,HIGH,Q3,M
agent2_P8,HIGH,Q3,M
agent2_P7,HIGH,Q3,M
agent2_P2,HIGH,Q3,O
agent2_P8,HIGH,Q3,O
agent2_P6,HIGH,Q3,Y
agent2_P8,HIGH,Q3,M
agent2_P7,HIGH,Q3,O
agent2_P8,HIGH,Q3,Y
agent2_P2,MEDIUM,Q3,M
agent2_P2,MEDIUM,Q3,M
agent2_P1,HIGH,Q3,M
agent2_P8,HIGH,Q3,Y
agent2_P2,HIGH,Q3,Y
agent2_P2,HIGH,Q3,M
agent2_P6,HIGH,Q3,Y
agent2_P8,HIGH,Q3,Y
agent2_P2,MEDIUM,Q3,M
agent2_P3,HIGH,Q3,O
agent2_P6,HIGH,Q3,M
agent2_P7,HIGH,Q3,M
agent2_P7,HIGH,Q3,Y
agent2_P4,MEDIUM,Q3,O
agent2_P6,HIGH,Q3,M
agent2_P7,HIGH,Q3,Y
agent2_P2,HIGH,Q3,O
agent2_P6,HIGH,Q3,M
agent2_P7,HIGH,Q3,O
agent2_P5,HIGH,Q3,Y
agent2_P8,HIGH,Q3,O
agent2_P6,MEDIUM,Q3,M
agent2_P7,MEDIUM,Q3,Y
agent2_P2,MEDIUM,Q3,O
agent2_P1,MEDIUM,Q3,Y
agent2_P4,HIGH,Q3,Y
agent2_P6,HIGH,Q3,M
agent2_P1,HIGH,Q3,Y
agent2_P2,HIGH,Q3,O
agent2_P8,HIGH,Q3,M
agent2_P8,HIGH,Q3,M
agent2_P2,HIGH,Q3,O
agent2_P6,HIGH,Q3,M
agent2_P7,HIGH,Q3,Y
agent2_P6,MEDIUM,Q3,Y
agent2_P8,HIGH,Q3,O
agent2_P6,HIGH,Q3,Y
agent2_P7,MEDIUM,Q3,O
agent2_P4,HIGH,Q3,Y
agent2_P8,HIGH,Q3,Y
agent2_P4,HIGH,Q3,Y
agent2_P4,HIGH,Q3,O
agent2_P4,HIGH,Q3,O
agent2_P2,MEDIUM,Q3,M
agent2_P4,HIGH,Q3,M
agent2_P1,MEDIUM,Q3,M
agent2_P3,HIGH,Q3,M
agent2_P6,HIGH,Q3,O
agent2_P8,MEDIUM,Q3,Y
agent2_P8,HIGH,Q3,Y
agent2_P7,HIGH,Q3,Y
agent2_P6,MEDIUM,Q3,O
agent2_P6,MEDIUM,Q3,M
agent2_P6,HIGH,Q3,O
agent2_P8,MEDIUM,Q3,M
agent2_P7,HIGH,Q3,Y
agent2_P6,HIGH,Q3,M
agent2_P8,HIGH,Q3,M
agent2_P5,HIGH,Q3,O
agent2_P5,MEDIUM,Q3,Y
agent2_P6,HIGH,Q3,M
agent2_P4,HIGH,Q3,O
agent2_P0,HIGH,Q3,M
agent2_P8,HIGH,Q3,O
agent2_P6,HIGH,Q3,O
agent2_P4,HIGH,Q3,O
agent2_P7,HIGH,Q3,O
agent2_P2,HIGH,Q3,M
agent2_P8,HIGH,Q3,M
agent2_P4,MEDIUM,Q3,Y
agent2_P4,MEDIUM,Q3,O
agent2_P6,HIGH,Q3,O
agent2_P8,HIGH,Q3,Y
agent2_P7,MEDIUM,Q3,M
agent2_P4,HIGH,Q3,M
agent2_P0,HIGH,Q3,M
agent2_P7,HIGH,Q3,O
agent2_P6,HIGH,Q3,O
agent2_P6,HIGH,Q3,O
agent2_P7,HIGH,Q3,M
agent2_P8,HIGH,Q3,O
agent2_P4,MEDIUM,Q3,M
agent2_P7,HIGH,Q3,Y
agent2_P7,HIGH,Q3,O
agent2_P4,HIGH,Q3,Y
agent2_P1,MEDIUM,Q3,M
agent2_P8,HIGH,Q3,O
agent2_P6,HIGH,Q3,M
agent2_P4,HIGH,Q3,Y
agent2_P2,HIGH,Q3,M
agent2_P6,HIGH,Q3,Y
agent2_P7,HIGH,Q3,Y
agent2_P0,MEDIUM,Q3,M
agent2_P4,MEDIUM,Q3,M
agent2_P2,HIGH,Q3,M
agent2_P8,HIGH,Q3,M
agent2_P8,HIGH,Q3,O
agent2_P8,MEDIUM,Q3,Y
agent2_P8,HIGH,Q3,O
agent2_P4,HIGH,Q3,O
agent2_P2,MEDIUM,Q3,M
agent2_P8,HIGH,Q3,M
agent2_P7,HIGH,Q3,Y
agent2_P6,MEDIUM,Q3,Y
agent2_P1,HIGH,Q3,O
agent2_P8,MEDIUM,Q3,Y
agent2_P4,HIGH,Q3,O
agent2_P7,HIGH,Q3,M
agent2_P0,HIGH,Q3,O
agent2_P1,HIGH,Q3,M
agent2_P7,HIGH,Q3,Y
agent2_P8,HIGH,Q3,O
agent2_P2,HIGH,Q3,O
agent2_P6,HIGH,Q3,O
agent2_P7,MEDIUM,Q3,M
agent2_P6,HIGH,Q3,Y
agent2_P1,HIGH,Q3,O
agent2_P8,HIGH,Q3,O
agent2_P4,HIGH,Q3,M
agent2_P3,HIGH,Q3,Y
agent2_P7,MEDIUM,Q3,O
agent2_P6,MEDIUM,Q3,O
agent2_P2,HIGH,Q3,O
agent2_P4,HIGH,Q3,O
agent2_P8,HIGH,Q3,O
agent2_P2,HIGH,Q3,Y
agent2_P2,HIGH,Q3,Y
agent2_P4,MEDIUM,Q3,M
agent2_P6,HIGH,Q3,M
agent2_P3,HIGH,Q3,M
agent2_P4,MEDIUM,Q3,Y
agent2_P6,HIGH,Q3,O
agent2_P2,HIGH,Q3,Y
agent2_P6,MEDIUM,Q3,M
agent2_P2,HIGH,Q3,Y
agent2_P8,MEDIUM,Q3,O
agent2_P6,MEDIUM,Q3,Y
agent2_P8,HIGH,Q3,Y
agent2_P8,MEDIUM,Q3,Y
agent2_P7,HIGH,Q3,Y
agent2_P3,HIGH,Q3,M
agent2_P9,HIGH,Q3,M
agent2_P2,HIGH,Q3,O
agent2_P6,MEDIUM,Q3,Y
agent2_P4,HIGH,Q3,O
agent2_P6,HIGH,Q3,O
agent2_P7,HIGH,Q3,M
agent2_P8,HIGH,Q3,O
agent2_P7,HIGH,Q3,O
agent2_P0,HIGH,Q3,M
agent2_P6,MEDIUM,Q3,O
agent2_P6,HIGH,Q3,O
agent2_P8,HIGH,Q3,O
agent2_P3,MEDIUM,Q3,Y
agent2_P2,HIGH,Q3,O
agent2_P7,MEDIUM,Q3,O
agent2_P7,HIGH,Q3,M
agent2_P8,HIGH,Q3,O
agent2_P2,HIGH,Q3,O
agent2_P6,HIGH,Q3,M
agent2_P8,MEDIUM,Q3,M
agent2_P6,HIGH,Q3,O
agent2_P6,HIGH,Q3,O
agent2_P2,HIGH,Q3,M
agent2_P7,HIGH,Q3,Y
agent2_P3,HIGH,Q3,O
agent2_P5,MEDIUM,Q3,M
agent2_P2,HIGH,Q3,Y
agent2_P5,HIGH,Q3,O
agent2_P2,HIGH,Q3,M
agent2_P4,HIGH,Q3,Y
agent2_P7,HIGH,Q3,M
agent2_P7,HIGH,Q3,M
agent2_P2,MEDIUM,Q3,M
agent2_P6,HIGH,Q3,M
agent2_P4,HIGH,Q3,Y
agent2_P2,MEDIUM,Q3,Y
agent2_P4,MEDIUM,Q3,Y
agent2_P6,HIGH,Q3,O
agent2_P6,HIGH,Q3,O
agent2_P4,HIGH,Q3,M
agent2_P4,HIGH,Q3,Y
agent2_P8,HIGH,Q3,O
agent2_P8,HIGH,Q3,Y
agent2_P4,MEDIUM,Q3,O
agent2_P8,HIGH,Q3,Y
agent2_P6,MEDIUM,Q3,Y
agent2_P4,HIGH,Q3,M
agent2_P3,MEDIUM,Q3,M
agent2_P7,HIGH,Q3,Y
agent2_P7,HIGH,Q3,O
